kernel,clang,gcc,nvc,intel,Compiler,Cluster,thread_per_core,core_per_socket,num_sockets,cpu_clock,l1d,l1i,l2,l3,gpu_name,connector_bandwidth,memory_clock,memory_bandwidth,memory_total,sm_clock,num_cores,compute_capability,threads_per_wrap,max_wraps_per_sm,max_threads_per_sm,max_thread_blocks_per_sm,max_32-bit_registers_per_sm,max_registers_per_block,max_registers_per_thread,max_thread_block_size,shared_memory_size_per_sm,collapse1,collapse2,collapse3,collapse4,static,dynamic,guided,Iter,VarDecl,refExpr,intLiteral,floatLiteral,mem_to,mem_from,add_sub_int,add_sub_float,mul_int,mul_float,div_int,div_float,bit_rel_logic_int,bit_rel_logic_float,rem_int,assign_int,assign_float,Iter_log,VarDecl_log,refExpr_log,intLiteral_log,floatLiteral_log,mem_to_log,mem_from_log,add_sub_int_log,add_sub_float_log,mul_int_log,mul_float_log,div_int_log,div_float_log,bit_rel_logic_int_log,bit_rel_logic_float_log,rem_int_log,assign_int_log,assign_float_log,runtime
ookami_matrix_vector_collapse3_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,1,0,1,364897,8880192,1507393,0,48,24,652896,460800,0,460800,0,0,115200,0,115200,0,604800,0,5.56217,6.948422,6.178226,0,1.681241,1.380211,5.814844,5.663512,0,5.663512,0,0,5.061452,0,5.061452,0,5.781612,2375310
ookami_matrix_vector_collapse3_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,0,1,1,364897,8880192,1507393,0,48,24,652896,460800,0,460800,0,0,115200,0,115200,0,604800,0,5.56217,6.948422,6.178226,0,1.681241,1.380211,5.814844,5.663512,0,5.663512,0,0,5.061452,0,5.061452,0,5.781612,2375216
ookami_matrix_vector_collapse4_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,1,0,0,96,3801,92500,15701,0,48,24,6800,4800,0,4800,0,0,1200,0,1200,0,6300,1.982271,3.579898,4.966142,4.195927,0,1.681241,1.380211,3.832509,3.681241,0,3.681241,0,0,3.079181,0,3.079181,0,3.799341,25111
ookami_matrix_vector_collapse4_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,1,0,96,3801,92500,15701,0,48,24,6800,4800,0,4800,0,0,1200,0,1200,0,6300,1.982271,3.579898,4.966142,4.195927,0,1.681241,1.380211,3.832509,3.681241,0,3.681241,0,0,3.079181,0,3.079181,0,3.799341,25031
ookami_matrix_vector_collapse4_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,0,1,96,3801,92500,15701,0,48,24,6800,4800,0,4800,0,0,1200,0,1200,0,6300,1.982271,3.579898,4.966142,4.195927,0,1.681241,1.380211,3.832509,3.681241,0,3.681241,0,0,3.079181,0,3.079181,0,3.799341,25036
ookami_matrix_vector_collapse1_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,1,0,0,1,36579,888196,150917,0,48,24,65378,46080,0,46080,0,0,11520,0,11520,0,60480,0,4.563232,5.948509,5.178738,0,1.681241,1.380211,4.815432,4.663512,0,4.663512,0,0,4.061452,0,4.061452,0,4.781612,239080
ookami_matrix_vector_collapse1_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,1,0,1,36579,888196,150917,0,48,24,65378,46080,0,46080,0,0,11520,0,11520,0,60480,0,4.563232,5.948509,5.178738,0,1.681241,1.380211,4.815432,4.663512,0,4.663512,0,0,4.061452,0,4.061452,0,4.781612,237885
ookami_matrix_vector_collapse1_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,0,1,1,36579,888196,150917,0,48,24,65378,46080,0,46080,0,0,11520,0,11520,0,60480,0,4.563232,5.948509,5.178738,0,1.681241,1.380211,4.815432,4.663512,0,4.663512,0,0,4.061452,0,4.061452,0,4.781612,237775
ookami_matrix_vector_collapse2_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,1,0,0,1,36578,888194,150915,0,48,24,65377,46080,0,46080,0,0,11520,0,11520,0,60480,0,4.56322,5.948508,5.178732,0,1.681241,1.380211,4.815425,4.663512,0,4.663512,0,0,4.061452,0,4.061452,0,4.781612,238658
ookami_matrix_vector_collapse2_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,1,0,1,36578,888194,150915,0,48,24,65377,46080,0,46080,0,0,11520,0,11520,0,60480,0,4.56322,5.948508,5.178732,0,1.681241,1.380211,4.815425,4.663512,0,4.663512,0,0,4.061452,0,4.061452,0,4.781612,238260
ookami_matrix_vector_collapse2_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,0,1,1,36578,888194,150915,0,48,24,65377,46080,0,46080,0,0,11520,0,11520,0,60480,0,4.56322,5.948508,5.178732,0,1.681241,1.380211,4.815425,4.663512,0,4.663512,0,0,4.061452,0,4.061452,0,4.781612,237999
ookami_matrix_vector_collapse3_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,1,0,0,1,36577,888192,150913,0,48,24,65376,46080,0,46080,0,0,11520,0,11520,0,60480,0,4.563208,5.948507,5.178727,0,1.681241,1.380211,4.815418,4.663512,0,4.663512,0,0,4.061452,0,4.061452,0,4.781612,237897
ookami_matrix_vector_collapse3_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,1,0,1,36577,888192,150913,0,48,24,65376,46080,0,46080,0,0,11520,0,11520,0,60480,0,4.563208,5.948507,5.178727,0,1.681241,1.380211,4.815418,4.663512,0,4.663512,0,0,4.061452,0,4.061452,0,4.781612,237827
ookami_matrix_vector_collapse3_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,0,1,1,36577,888192,150913,0,48,24,65376,46080,0,46080,0,0,11520,0,11520,0,60480,0,4.563208,5.948507,5.178727,0,1.681241,1.380211,4.815418,4.663512,0,4.663512,0,0,4.061452,0,4.061452,0,4.781612,237840
ookami_matrix_vector_collapse4_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,1,0,0,96,381,9250,1571,0,48,24,680,480,0,480,0,0,120,0,120,0,630,1.982271,2.580925,3.966142,3.196176,0,1.681241,1.380211,2.832509,2.681241,0,2.681241,0,0,2.079181,0,2.079181,0,2.799341,2727
ookami_matrix_vector_collapse4_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,1,0,96,381,9250,1571,0,48,24,680,480,0,480,0,0,120,0,120,0,630,1.982271,2.580925,3.966142,3.196176,0,1.681241,1.380211,2.832509,2.681241,0,2.681241,0,0,2.079181,0,2.079181,0,2.799341,2776
ookami_matrix_vector_collapse4_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,0,1,96,381,9250,1571,0,48,24,680,480,0,480,0,0,120,0,120,0,630,1.982271,2.580925,3.966142,3.196176,0,1.681241,1.380211,2.832509,2.681241,0,2.681241,0,0,2.079181,0,2.079181,0,2.799341,2774
ookami_matrix_vector_collapse1_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,1,0,0,1,7104099,174816196,29280197,0,48,24,12672098,9216000,0,9216000,0,0,2304000,0,2304000,0,11808000,0,6.851509,8.242582,7.466574,0,1.681241,1.380211,7.102849,6.964542,0,6.964542,0,0,6.362482,0,6.362482,0,7.072176,46610094
ookami_matrix_vector_collapse1_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,1,0,1,7104099,174816196,29280197,0,48,24,12672098,9216000,0,9216000,0,0,2304000,0,2304000,0,11808000,0,6.851509,8.242582,7.466574,0,1.681241,1.380211,7.102849,6.964542,0,6.964542,0,0,6.362482,0,6.362482,0,7.072176,46639730
ookami_matrix_vector_collapse1_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,0,1,1,7104099,174816196,29280197,0,48,24,12672098,9216000,0,9216000,0,0,2304000,0,2304000,0,11808000,0,6.851509,8.242582,7.466574,0,1.681241,1.380211,7.102849,6.964542,0,6.964542,0,0,6.362482,0,6.362482,0,7.072176,46607666
ookami_matrix_vector_collapse2_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,1,0,0,1,7104098,174816194,29280195,0,48,24,12672097,9216000,0,9216000,0,0,2304000,0,2304000,0,11808000,0,6.851509,8.242582,7.466574,0,1.681241,1.380211,7.102848,6.964542,0,6.964542,0,0,6.362482,0,6.362482,0,7.072176,46609773
ookami_matrix_vector_collapse2_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,1,0,1,7104098,174816194,29280195,0,48,24,12672097,9216000,0,9216000,0,0,2304000,0,2304000,0,11808000,0,6.851509,8.242582,7.466574,0,1.681241,1.380211,7.102848,6.964542,0,6.964542,0,0,6.362482,0,6.362482,0,7.072176,46604136
ookami_matrix_vector_collapse2_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,0,1,1,7104098,174816194,29280195,0,48,24,12672097,9216000,0,9216000,0,0,2304000,0,2304000,0,11808000,0,6.851509,8.242582,7.466574,0,1.681241,1.380211,7.102848,6.964542,0,6.964542,0,0,6.362482,0,6.362482,0,7.072176,46607617
ookami_matrix_vector_collapse3_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,1,0,0,1,7104097,174816192,29280193,0,48,24,12672096,9216000,0,9216000,0,0,2304000,0,2304000,0,11808000,0,6.851509,8.242582,7.466574,0,1.681241,1.380211,7.102848,6.964542,0,6.964542,0,0,6.362482,0,6.362482,0,7.072176,46602089
ookami_matrix_vector_collapse3_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,1,0,1,7104097,174816192,29280193,0,48,24,12672096,9216000,0,9216000,0,0,2304000,0,2304000,0,11808000,0,6.851509,8.242582,7.466574,0,1.681241,1.380211,7.102848,6.964542,0,6.964542,0,0,6.362482,0,6.362482,0,7.072176,46608199
ookami_matrix_vector_collapse3_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,0,1,1,7104097,174816192,29280193,0,48,24,12672096,9216000,0,9216000,0,0,2304000,0,2304000,0,11808000,0,6.851509,8.242582,7.466574,0,1.681241,1.380211,7.102848,6.964542,0,6.964542,0,0,6.362482,0,6.362482,0,7.072176,46608172
ookami_matrix_vector_collapse4_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,1,0,0,96,74001,1821000,305001,0,48,24,132000,96000,0,96000,0,0,24000,0,24000,0,123000,1.982271,4.869238,6.26031,5.484301,0,1.681241,1.380211,5.120574,4.982271,0,4.982271,0,0,4.380211,0,4.380211,0,5.089905,487459
ookami_matrix_vector_collapse4_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,1,0,96,74001,1821000,305001,0,48,24,132000,96000,0,96000,0,0,24000,0,24000,0,123000,1.982271,4.869238,6.26031,5.484301,0,1.681241,1.380211,5.120574,4.982271,0,4.982271,0,0,4.380211,0,4.380211,0,5.089905,487288
ookami_matrix_vector_collapse4_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,0,1,96,74001,1821000,305001,0,48,24,132000,96000,0,96000,0,0,24000,0,24000,0,123000,1.982271,4.869238,6.26031,5.484301,0,1.681241,1.380211,5.120574,4.982271,0,4.982271,0,0,4.380211,0,4.380211,0,5.089905,487287
ookami_matrix_vector_collapse1_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,1,0,0,1,710499,17481796,2928197,0,48,24,1267298,921600,0,921600,0,0,230400,0,230400,0,1180800,0,5.851563,7.242586,6.4666,0,1.681241,1.380211,6.102879,5.964542,0,5.964542,0,0,5.362482,0,5.362482,0,6.072176,4664254
ookami_matrix_vector_collapse1_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,1,0,1,710499,17481796,2928197,0,48,24,1267298,921600,0,921600,0,0,230400,0,230400,0,1180800,0,5.851563,7.242586,6.4666,0,1.681241,1.380211,6.102879,5.964542,0,5.964542,0,0,5.362482,0,5.362482,0,6.072176,4681570
ookami_matrix_vector_collapse1_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,0,1,1,710499,17481796,2928197,0,48,24,1267298,921600,0,921600,0,0,230400,0,230400,0,1180800,0,5.851563,7.242586,6.4666,0,1.681241,1.380211,6.102879,5.964542,0,5.964542,0,0,5.362482,0,5.362482,0,6.072176,4662120
ookami_matrix_vector_collapse2_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,1,0,0,1,710498,17481794,2928195,0,48,24,1267297,921600,0,921600,0,0,230400,0,230400,0,1180800,0,5.851563,7.242586,6.4666,0,1.681241,1.380211,6.102878,5.964542,0,5.964542,0,0,5.362482,0,5.362482,0,6.072176,4661804
ookami_matrix_vector_collapse2_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,1,0,1,710498,17481794,2928195,0,48,24,1267297,921600,0,921600,0,0,230400,0,230400,0,1180800,0,5.851563,7.242586,6.4666,0,1.681241,1.380211,6.102878,5.964542,0,5.964542,0,0,5.362482,0,5.362482,0,6.072176,4662739
ookami_matrix_vector_collapse2_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,0,1,1,710498,17481794,2928195,0,48,24,1267297,921600,0,921600,0,0,230400,0,230400,0,1180800,0,5.851563,7.242586,6.4666,0,1.681241,1.380211,6.102878,5.964542,0,5.964542,0,0,5.362482,0,5.362482,0,6.072176,4661666
ookami_matrix_vector_collapse3_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,1,0,0,1,710497,17481792,2928193,0,48,24,1267296,921600,0,921600,0,0,230400,0,230400,0,1180800,0,5.851562,7.242586,6.4666,0,1.681241,1.380211,6.102878,5.964542,0,5.964542,0,0,5.362482,0,5.362482,0,6.072176,4661367
ookami_matrix_vector_collapse3_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,1,0,1,710497,17481792,2928193,0,48,24,1267296,921600,0,921600,0,0,230400,0,230400,0,1180800,0,5.851562,7.242586,6.4666,0,1.681241,1.380211,6.102878,5.964542,0,5.964542,0,0,5.362482,0,5.362482,0,6.072176,4661746
ookami_matrix_vector_collapse3_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,0,1,1,710497,17481792,2928193,0,48,24,1267296,921600,0,921600,0,0,230400,0,230400,0,1180800,0,5.851562,7.242586,6.4666,0,1.681241,1.380211,6.102878,5.964542,0,5.964542,0,0,5.362482,0,5.362482,0,6.072176,4661643
ookami_matrix_vector_collapse4_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,1,0,0,96,7401,182100,30501,0,48,24,13200,9600,0,9600,0,0,2400,0,2400,0,12300,1.982271,3.86929,5.26031,4.484314,0,1.681241,1.380211,4.120574,3.982271,0,3.982271,0,0,3.380211,0,3.380211,0,4.089905,49047
ookami_matrix_vector_collapse4_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,1,0,96,7401,182100,30501,0,48,24,13200,9600,0,9600,0,0,2400,0,2400,0,12300,1.982271,3.86929,5.26031,4.484314,0,1.681241,1.380211,4.120574,3.982271,0,3.982271,0,0,3.380211,0,3.380211,0,4.089905,48986
ookami_matrix_vector_collapse4_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,0,1,96,7401,182100,30501,0,48,24,13200,9600,0,9600,0,0,2400,0,2400,0,12300,1.982271,3.86929,5.26031,4.484314,0,1.681241,1.380211,4.120574,3.982271,0,3.982271,0,0,3.380211,0,3.380211,0,4.089905,48979
ookami_matrix_vector_collapse1_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,1,0,0,1,71139,1748356,292997,0,48,24,126818,92160,0,92160,0,0,23040,0,23040,0,118080,0,4.852108,6.24263,5.466863,0,1.681241,1.380211,5.103181,4.964542,0,4.964542,0,0,4.362482,0,4.362482,0,5.072176,468407
ookami_matrix_vector_collapse1_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,1,0,1,71139,1748356,292997,0,48,24,126818,92160,0,92160,0,0,23040,0,23040,0,118080,0,4.852108,6.24263,5.466863,0,1.681241,1.380211,5.103181,4.964542,0,4.964542,0,0,4.362482,0,4.362482,0,5.072176,466640
ookami_matrix_vector_collapse1_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,0,1,1,71139,1748356,292997,0,48,24,126818,92160,0,92160,0,0,23040,0,23040,0,118080,0,4.852108,6.24263,5.466863,0,1.681241,1.380211,5.103181,4.964542,0,4.964542,0,0,4.362482,0,4.362482,0,5.072176,466656
ookami_matrix_vector_collapse2_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,1,0,0,1,71138,1748354,292995,0,48,24,126817,92160,0,92160,0,0,23040,0,23040,0,118080,0,4.852102,6.242629,5.46686,0,1.681241,1.380211,5.103177,4.964542,0,4.964542,0,0,4.362482,0,4.362482,0,5.072176,466524
ookami_matrix_vector_collapse2_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,1,0,1,71138,1748354,292995,0,48,24,126817,92160,0,92160,0,0,23040,0,23040,0,118080,0,4.852102,6.242629,5.46686,0,1.681241,1.380211,5.103177,4.964542,0,4.964542,0,0,4.362482,0,4.362482,0,5.072176,466614
ookami_matrix_vector_collapse2_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,1,0,0,0,0,1,1,71138,1748354,292995,0,48,24,126817,92160,0,92160,0,0,23040,0,23040,0,118080,0,4.852102,6.242629,5.46686,0,1.681241,1.380211,5.103177,4.964542,0,4.964542,0,0,4.362482,0,4.362482,0,5.072176,466574
ookami_matrix_vector_collapse3_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,1,0,0,1,71137,1748352,292993,0,48,24,126816,92160,0,92160,0,0,23040,0,23040,0,118080,0,4.852096,6.242629,5.466857,0,1.681241,1.380211,5.103174,4.964542,0,4.964542,0,0,4.362482,0,4.362482,0,5.072176,466538
ookami_matrix_vector_collapse3_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,1,0,1,71137,1748352,292993,0,48,24,126816,92160,0,92160,0,0,23040,0,23040,0,118080,0,4.852096,6.242629,5.466857,0,1.681241,1.380211,5.103174,4.964542,0,4.964542,0,0,4.362482,0,4.362482,0,5.072176,466846
ookami_matrix_vector_collapse3_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,1,0,0,0,1,1,71137,1748352,292993,0,48,24,126816,92160,0,92160,0,0,23040,0,23040,0,118080,0,4.852096,6.242629,5.466857,0,1.681241,1.380211,5.103174,4.964542,0,4.964542,0,0,4.362482,0,4.362482,0,5.072176,466728
ookami_matrix_vector_collapse4_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,1,0,0,96,741,18210,3051,0,48,24,1320,960,0,960,0,0,240,0,240,0,1230,1.982271,2.869818,4.26031,3.484442,0,1.681241,1.380211,3.120574,2.982271,0,2.982271,0,0,2.380211,0,2.380211,0,3.089905,5284
ookami_matrix_vector_collapse4_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,1,0,96,741,18210,3051,0,48,24,1320,960,0,960,0,0,240,0,240,0,1230,1.982271,2.869818,4.26031,3.484442,0,1.681241,1.380211,3.120574,2.982271,0,2.982271,0,0,2.380211,0,2.380211,0,3.089905,5122
ookami_matrix_vector_collapse4_guided,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,0,0,0,1,0,0,1,96,741,18210,3051,0,48,24,1320,960,0,960,0,0,240,0,240,0,1230,1.982271,2.869818,4.26031,3.484442,0,1.681241,1.380211,3.120574,2.982271,0,2.982271,0,0,2.380211,0,2.380211,0,3.089905,5118
ookami_matrix_vector_collapse1_static,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,1,0,0,1,640066,15264130,2656131,0,48,24,1152065,768000,0,768000,0,0,192000,0,192000,0,1056000,0,5.806225,7.183672,6.424249,0,1.681241,1.380211,6.061477,5.885361,0,5.885361,0,0,5.283301,0,5.283301,0,6.023664,4105435
ookami_matrix_vector_collapse1_dynamic,1,0,0,0,Clang,Ookami,1,32,2,1685,32,32,512,32768,Tesla V100-PCIE-32GB,32,877,900,32510,1380,5120,7,32,64,2048,32,65536,65536,255,1024,96,1,0,0,0,0,1,0,1,640066,15264130,2656131,0,48,24,1152065,768000,0,768000,0,0,192000,0,192000,0,1056000,0,5.806225,7.183672,6.424249,0,1.681241,1.380211,6.061477,5.885361,0,5.885361,0,0,5.283301,0,5.283301,0,6.023664,4105906
