Kernel,mem_to,mem_from,N1,N2,time
div_combine_int,1000000000,500000000,10000,12500,183484
add_combine_int,1000000000,500000000,10000,12500,168069
mult_combine_int,1000000000,500000000,10000,12500,164581
div_combine_int,1000000000,500000000,10000,12500,190565
add_combine_int,0,0,10000,12500,12866
mult_combine_int,0,0,10000,12500,10402
div_combine_int,0,0,10000,12500,10472
add_combine_long,0,0,10000,12500,18345
mult_combine_long,0,0,10000,12500,18019
div_combine_long,0,0,10000,12500,18257
add_combine_long,0,0,10000,12500,22921
mult_combine_long,0,0,10000,12500,21271
div_combine_long,0,0,10000,12500,49590
add_combine_long,2000000000,1000000000,10000,12500,448516
mult_combine_long,2000000000,1000000000,10000,12500,503180
div_combine_long,2000000000,1000000000,10000,12500,501493
add_combine_long,2000000000,1000000000,10000,12500,359909
mult_combine_long,2000000000,1000000000,10000,12500,358816
div_combine_long,2000000000,1000000000,10000,12500,386663
add_combine_long,2000000000,1000000000,10000,12500,321265
mult_combine_long,2000000000,1000000000,10000,12500,373114
div_combine_long,2000000000,1000000000,10000,12500,374813
add_combine_long,0,0,10000,12500,19901
mult_combine_long,0,0,10000,12500,17505
div_combine_long,0,0,10000,12500,17737
add_combine_double,0,0,10000,15000,21007
mult_combine_double,0,0,10000,15000,20927
div_combine_double,0,0,10000,15000,22179
add_combine_double,0,0,10000,15000,25210
mult_combine_double,0,0,10000,15000,23660
div_combine_double,0,0,10000,15000,71213
add_combine_double,2400000000,1200000000,10000,15000,515355
mult_combine_double,2400000000,1200000000,10000,15000,581569
div_combine_double,2400000000,1200000000,10000,15000,581282
add_combine_double,2400000000,1200000000,10000,15000,431588
mult_combine_double,2400000000,1200000000,10000,15000,431188
div_combine_double,2400000000,1200000000,10000,15000,455210
add_combine_double,2400000000,1200000000,10000,15000,385089
mult_combine_double,2400000000,1200000000,10000,15000,449125
div_combine_double,2400000000,1200000000,10000,15000,457609
add_combine_double,0,0,10000,15000,23643
mult_combine_double,0,0,10000,15000,21198
div_combine_double,0,0,10000,15000,20899
add_combine_float,0,0,10000,15000,11606
mult_combine_float,0,0,10000,15000,11446
div_combine_float,0,0,10000,15000,12984
add_combine_float,0,0,10000,15000,18813
mult_combine_float,0,0,10000,15000,16952
div_combine_float,0,0,10000,15000,40985
add_combine_float,1200000000,600000000,10000,15000,334752
mult_combine_float,1200000000,600000000,10000,15000,347829
div_combine_float,1200000000,600000000,10000,15000,365311
add_combine_float,1200000000,600000000,10000,15000,192794
mult_combine_float,1200000000,600000000,10000,15000,202154
div_combine_float,1200000000,600000000,10000,15000,226262
add_combine_float,1200000000,600000000,10000,15000,200154
mult_combine_float,1200000000,600000000,10000,15000,230807
div_combine_float,1200000000,600000000,10000,15000,228322
add_combine_float,0,0,10000,15000,14141
mult_combine_float,0,0,10000,15000,11801
div_combine_float,0,0,10000,15000,11919
add_combine_int,0,0,10000,15000,15220
mult_combine_int,0,0,10000,15000,11854
div_combine_int,0,0,10000,15000,12182
add_combine_int,0,0,10000,15000,20303
mult_combine_int,0,0,10000,15000,16890
div_combine_int,0,0,10000,15000,24344
add_combine_int,1200000000,600000000,10000,15000,334163
mult_combine_int,1200000000,600000000,10000,15000,348046
div_combine_int,1200000000,600000000,10000,15000,363918
add_combine_int,1200000000,600000000,10000,15000,191897
mult_combine_int,1200000000,600000000,10000,15000,202249
div_combine_int,1200000000,600000000,10000,15000,209785
add_combine_int,1200000000,600000000,10000,15000,200577
mult_combine_int,1200000000,600000000,10000,15000,230795
div_combine_int,1200000000,600000000,10000,15000,227343
add_combine_int,0,0,10000,15000,14718
mult_combine_int,0,0,10000,15000,11868
div_combine_int,0,0,10000,15000,12285
add_combine_long,0,0,10000,15000,21366
mult_combine_long,0,0,10000,15000,21584
div_combine_long,0,0,10000,15000,21627
add_combine_long,0,0,10000,15000,25572
mult_combine_long,0,0,10000,15000,24227
div_combine_long,0,0,10000,15000,58032
add_combine_long,2400000000,1200000000,10000,15000,516362
mult_combine_long,2400000000,1200000000,10000,15000,580900
div_combine_long,2400000000,1200000000,10000,15000,579523
add_combine_long,2400000000,1200000000,10000,15000,441745
mult_combine_long,2400000000,1200000000,10000,15000,437127
div_combine_long,2400000000,1200000000,10000,15000,468003
add_combine_long,2400000000,1200000000,10000,15000,385112
mult_combine_long,2400000000,1200000000,10000,15000,449565
div_combine_long,2400000000,1200000000,10000,15000,454338
add_combine_long,0,0,10000,15000,23768
mult_combine_long,0,0,10000,15000,21211
div_combine_long,0,0,10000,15000,21442
add_combine_double,0,0,10000,17500,24925
mult_combine_double,0,0,10000,17500,24766
div_combine_double,0,0,10000,17500,25362
add_combine_double,0,0,10000,17500,28730
mult_combine_double,0,0,10000,17500,26843
div_combine_double,0,0,10000,17500,51084
add_combine_double,2800000000,1400000000,10000,17500,575742
mult_combine_double,2800000000,1400000000,10000,17500,650194
div_combine_double,2800000000,1400000000,10000,17500,658071
add_combine_double,2800000000,1400000000,10000,17500,504606
mult_combine_double,2800000000,1400000000,10000,17500,506643
div_combine_double,2800000000,1400000000,10000,17500,530879
add_combine_double,2800000000,1400000000,10000,17500,443958
mult_combine_double,2800000000,1400000000,10000,17500,520455
div_combine_double,2800000000,1400000000,10000,17500,530332
add_combine_double,0,0,10000,17500,26686
mult_combine_double,0,0,10000,17500,24210
div_combine_double,0,0,10000,17500,24318
add_combine_float,0,0,10000,17500,14840
mult_combine_float,0,0,10000,17500,14680
div_combine_float,0,0,10000,17500,15954
add_combine_float,0,0,10000,17500,20413
mult_combine_float,0,0,10000,17500,18844
div_combine_float,0,0,10000,17500,46509
add_combine_float,1400000000,700000000,10000,17500,363051
mult_combine_float,1400000000,700000000,10000,17500,401506
div_combine_float,1400000000,700000000,10000,17500,400072
add_combine_float,1400000000,700000000,10000,17500,230030
mult_combine_float,1400000000,700000000,10000,17500,273666
div_combine_float,1400000000,700000000,10000,17500,279593
add_combine_float,1400000000,700000000,10000,17500,229918
mult_combine_float,1400000000,700000000,10000,17500,273035
div_combine_float,1400000000,700000000,10000,17500,267583
add_combine_float,0,0,10000,17500,16758
mult_combine_float,0,0,10000,17500,14724
div_combine_float,0,0,10000,17500,15317
add_combine_int,0,0,10000,17500,14851
mult_combine_int,0,0,10000,17500,14649
div_combine_int,0,0,10000,17500,15051
add_combine_int,0,0,10000,17500,21172
mult_combine_int,0,0,10000,17500,18599
div_combine_int,0,0,10000,17500,27177
add_combine_int,1400000000,700000000,10000,17500,362931
mult_combine_int,1400000000,700000000,10000,17500,397937
div_combine_int,1400000000,700000000,10000,17500,397514
add_combine_int,1400000000,700000000,10000,17500,221481
mult_combine_int,1400000000,700000000,10000,17500,273505
div_combine_int,1400000000,700000000,10000,17500,281740
add_combine_int,1400000000,700000000,10000,17500,232854
mult_combine_int,1400000000,700000000,10000,17500,272719
div_combine_int,1400000000,700000000,10000,17500,268184
add_combine_int,0,0,10000,17500,17532
mult_combine_int,0,0,10000,17500,14922
div_combine_int,0,0,10000,17500,14944
add_combine_long,0,0,10000,17500,24707
mult_combine_long,0,0,10000,17500,24761
div_combine_long,0,0,10000,17500,25016
add_combine_long,0,0,10000,17500,28949
mult_combine_long,0,0,10000,17500,27683
div_combine_long,0,0,10000,17500,66377
add_combine_long,2800000000,1400000000,10000,17500,577186
mult_combine_long,2800000000,1400000000,10000,17500,650066
div_combine_long,2800000000,1400000000,10000,17500,658142
add_combine_long,2800000000,1400000000,10000,17500,504194
mult_combine_long,2800000000,1400000000,10000,17500,509688
div_combine_long,2800000000,1400000000,10000,17500,545293
add_combine_long,2800000000,1400000000,10000,17500,440441
mult_combine_long,2800000000,1400000000,10000,17500,521666
div_combine_long,2800000000,1400000000,10000,17500,532442
add_combine_long,0,0,10000,17500,27085
mult_combine_long,0,0,10000,17500,24483
div_combine_long,0,0,10000,17500,24938
add_combine_double,0,0,10000,20000,28754
mult_combine_double,0,0,10000,20000,28884
div_combine_double,0,0,10000,20000,29443
add_combine_double,0,0,10000,20000,32137
mult_combine_double,0,0,10000,20000,30564
div_combine_double,0,0,10000,20000,57199
add_combine_double,3200000000,1600000000,10000,20000,634967
mult_combine_double,3200000000,1600000000,10000,20000,722671
div_combine_double,3200000000,1600000000,10000,20000,737816
add_combine_double,3200000000,1600000000,10000,20000,576187
mult_combine_double,3200000000,1600000000,10000,20000,589753
div_combine_double,3200000000,1600000000,10000,20000,605959
add_combine_double,3200000000,1600000000,10000,20000,516078
mult_combine_double,3200000000,1600000000,10000,20000,596730
div_combine_double,3200000000,1600000000,10000,20000,602921
add_combine_double,0,0,10000,20000,31033
mult_combine_double,0,0,10000,20000,28840
div_combine_double,0,0,10000,20000,28837
add_combine_float,0,0,10000,20000,15824
mult_combine_float,0,0,10000,20000,15878
div_combine_float,0,0,10000,20000,17011
add_combine_float,0,0,10000,20000,22018
mult_combine_float,0,0,10000,20000,20257
div_combine_float,0,0,10000,20000,52098
add_combine_float,1600000000,800000000,10000,20000,420932
mult_combine_float,1600000000,800000000,10000,20000,464329
div_combine_float,1600000000,800000000,10000,20000,462371
add_combine_float,1600000000,800000000,10000,20000,289389
mult_combine_float,1600000000,800000000,10000,20000,291810
div_combine_float,1600000000,800000000,10000,20000,319578
add_combine_float,1600000000,800000000,10000,20000,262713
mult_combine_float,1600000000,800000000,10000,20000,299221
div_combine_float,1600000000,800000000,10000,20000,304130
add_combine_float,0,0,10000,20000,17759
mult_combine_float,0,0,10000,20000,16056
div_combine_float,0,0,10000,20000,16161
add_combine_int,0,0,10000,20000,16318
mult_combine_int,0,0,10000,20000,15732
div_combine_int,0,0,10000,20000,15952
add_combine_int,0,0,10000,20000,22024
mult_combine_int,0,0,10000,20000,20263
div_combine_int,0,0,10000,20000,30122
add_combine_int,1600000000,800000000,10000,20000,419756
mult_combine_int,1600000000,800000000,10000,20000,464310
div_combine_int,1600000000,800000000,10000,20000,458213
add_combine_int,1600000000,800000000,10000,20000,290243
mult_combine_int,1600000000,800000000,10000,20000,292094
div_combine_int,1600000000,800000000,10000,20000,296520
add_combine_int,1600000000,800000000,10000,20000,259237
mult_combine_int,1600000000,800000000,10000,20000,297401
div_combine_int,1600000000,800000000,10000,20000,299332
add_combine_int,0,0,10000,20000,18537
mult_combine_int,0,0,10000,20000,15679
div_combine_int,0,0,10000,20000,15934
add_combine_long,0,0,10000,20000,28913
mult_combine_long,0,0,10000,20000,28571
div_combine_long,0,0,10000,20000,28895
add_combine_long,0,0,10000,20000,38004
mult_combine_long,0,0,10000,20000,31611
div_combine_long,0,0,10000,20000,74913
add_combine_long,3200000000,1600000000,10000,20000,635515
mult_combine_long,3200000000,1600000000,10000,20000,721226
div_combine_long,3200000000,1600000000,10000,20000,731549
add_combine_long,3200000000,1600000000,10000,20000,579546
mult_combine_long,3200000000,1600000000,10000,20000,575125
div_combine_long,3200000000,1600000000,10000,20000,618754
add_combine_long,3200000000,1600000000,10000,20000,517169
mult_combine_long,3200000000,1600000000,10000,20000,596705
div_combine_long,3200000000,1600000000,10000,20000,600324
add_combine_long,0,0,10000,20000,31070
mult_combine_long,0,0,10000,20000,28741
div_combine_long,0,0,10000,20000,28725
add_combine_double,0,0,10000,22500,31482
mult_combine_double,0,0,10000,22500,31359
div_combine_double,0,0,10000,22500,32002
add_combine_double,0,0,10000,22500,36445
mult_combine_double,0,0,10000,22500,34707
div_combine_double,0,0,10000,22500,63535
add_combine_double,3600000000,1800000000,10000,22500,697378
mult_combine_double,3600000000,1800000000,10000,22500,794509
div_combine_double,3600000000,1800000000,10000,22500,838656
add_combine_double,3600000000,1800000000,10000,22500,655052
mult_combine_double,3600000000,1800000000,10000,22500,649652
div_combine_double,3600000000,1800000000,10000,22500,676914
add_combine_double,3600000000,1800000000,10000,22500,575897
mult_combine_double,3600000000,1800000000,10000,22500,674241
div_combine_double,3600000000,1800000000,10000,22500,671480
add_combine_double,0,0,10000,22500,33509
mult_combine_double,0,0,10000,22500,31157
div_combine_double,0,0,10000,22500,30538
add_combine_float,0,0,10000,22500,19261
mult_combine_float,0,0,10000,22500,19039
div_combine_float,0,0,10000,22500,20462
add_combine_float,0,0,10000,22500,24161
mult_combine_float,0,0,10000,22500,21889
div_combine_float,0,0,10000,22500,57697
add_combine_float,1800000000,900000000,10000,22500,418886
mult_combine_float,1800000000,900000000,10000,22500,466323
div_combine_float,1800000000,900000000,10000,22500,466724
add_combine_float,1800000000,900000000,10000,22500,326250
mult_combine_float,1800000000,900000000,10000,22500,328469
div_combine_float,1800000000,900000000,10000,22500,360197
add_combine_float,1800000000,900000000,10000,22500,294179
mult_combine_float,1800000000,900000000,10000,22500,344557
div_combine_float,1800000000,900000000,10000,22500,347311
add_combine_float,0,0,10000,22500,21181
mult_combine_float,0,0,10000,22500,18923
div_combine_float,0,0,10000,22500,20907
add_combine_int,0,0,10000,22500,19846
mult_combine_int,0,0,10000,22500,19203
div_combine_int,0,0,10000,22500,19489
add_combine_int,0,0,10000,22500,23642
mult_combine_int,0,0,10000,22500,21873
div_combine_int,0,0,10000,22500,32907
add_combine_int,1800000000,900000000,10000,22500,420217
mult_combine_int,1800000000,900000000,10000,22500,467883
div_combine_int,1800000000,900000000,10000,22500,466681
add_combine_int,1800000000,900000000,10000,22500,326726
mult_combine_int,1800000000,900000000,10000,22500,328222
div_combine_int,1800000000,900000000,10000,22500,336174
add_combine_int,1800000000,900000000,10000,22500,293442
mult_combine_int,1800000000,900000000,10000,22500,342656
div_combine_int,1800000000,900000000,10000,22500,343464
add_combine_int,0,0,10000,22500,21810
mult_combine_int,0,0,10000,22500,18864
div_combine_int,0,0,10000,22500,19146
add_combine_long,0,0,10000,22500,31433
mult_combine_long,0,0,10000,22500,31298
div_combine_long,0,0,10000,22500,31586
add_combine_long,0,0,10000,22500,36496
mult_combine_long,0,0,10000,22500,35678
div_combine_long,0,0,10000,22500,83320
add_combine_long,3600000000,1800000000,10000,22500,698952
mult_combine_long,3600000000,1800000000,10000,22500,794164
div_combine_long,3600000000,1800000000,10000,22500,806742
add_combine_long,3600000000,1800000000,10000,22500,650347
mult_combine_long,3600000000,1800000000,10000,22500,649416
div_combine_long,3600000000,1800000000,10000,22500,701635
add_combine_long,3600000000,1800000000,10000,22500,573913
mult_combine_long,3600000000,1800000000,10000,22500,674409
div_combine_long,3600000000,1800000000,10000,22500,673730
add_combine_long,0,0,10000,22500,33437
mult_combine_long,0,0,10000,22500,31294
div_combine_long,0,0,10000,22500,31466
add_combine_double,0,0,10000,25000,35325
mult_combine_double,0,0,10000,25000,35179
div_combine_double,0,0,10000,25000,36718
add_combine_double,0,0,10000,25000,44255
mult_combine_double,0,0,10000,25000,39464
div_combine_double,0,0,10000,25000,69590
add_combine_double,4000000000,2000000000,10000,25000,753058
mult_combine_double,4000000000,2000000000,10000,25000,866131
div_combine_double,4000000000,2000000000,10000,25000,880532
add_combine_double,4000000000,2000000000,10000,25000,730636
mult_combine_double,4000000000,2000000000,10000,25000,720788
div_combine_double,4000000000,2000000000,10000,25000,750467
add_combine_double,4000000000,2000000000,10000,25000,633949
mult_combine_double,4000000000,2000000000,10000,25000,748396
div_combine_double,4000000000,2000000000,10000,25000,751662
add_combine_double,0,0,10000,25000,37850
mult_combine_double,0,0,10000,25000,35795
div_combine_double,0,0,10000,25000,35891
add_combine_float,0,0,10000,25000,19539
mult_combine_float,0,0,10000,25000,19509
div_combine_float,0,0,10000,25000,21526
add_combine_float,0,0,10000,25000,27543
mult_combine_float,0,0,10000,25000,24003
div_combine_float,0,0,10000,25000,67373
add_combine_float,2000000000,1000000000,10000,25000,449080
mult_combine_float,2000000000,1000000000,10000,25000,503981
div_combine_float,2000000000,1000000000,10000,25000,501302
add_combine_float,2000000000,1000000000,10000,25000,363572
mult_combine_float,2000000000,1000000000,10000,25000,360791
div_combine_float,2000000000,1000000000,10000,25000,400048
add_combine_float,2000000000,1000000000,10000,25000,320636
mult_combine_float,2000000000,1000000000,10000,25000,378192
div_combine_float,2000000000,1000000000,10000,25000,380966
add_combine_float,0,0,10000,25000,21889
mult_combine_float,0,0,10000,25000,19607
div_combine_float,0,0,10000,25000,19595
add_combine_int,0,0,10000,25000,20174
mult_combine_int,0,0,10000,25000,19628
div_combine_int,0,0,10000,25000,20351
add_combine_int,0,0,10000,25000,25740
mult_combine_int,0,0,10000,25000,23927
div_combine_int,0,0,10000,25000,35765
add_combine_int,2000000000,1000000000,10000,25000,449891
mult_combine_int,2000000000,1000000000,10000,25000,504328
div_combine_int,2000000000,1000000000,10000,25000,500602
add_combine_int,2000000000,1000000000,10000,25000,362352
mult_combine_int,2000000000,1000000000,10000,25000,360024
div_combine_int,2000000000,1000000000,10000,25000,378576
add_combine_int,2000000000,1000000000,10000,25000,323604
mult_combine_int,2000000000,1000000000,10000,25000,379364
div_combine_int,2000000000,1000000000,10000,25000,382103
add_combine_int,0,0,10000,25000,22592
mult_combine_int,0,0,10000,25000,19389
div_combine_int,0,0,10000,25000,19932
add_combine_long,0,0,10000,25000,35865
mult_combine_long,0,0,10000,25000,35812
div_combine_long,0,0,10000,25000,36158
add_combine_long,0,0,10000,25000,41418
mult_combine_long,0,0,10000,25000,40594
div_combine_long,0,0,10000,25000,91841
add_combine_long,4000000000,2000000000,10000,25000,756676
mult_combine_long,4000000000,2000000000,10000,25000,864711
div_combine_long,4000000000,2000000000,10000,25000,874564
add_combine_long,4000000000,2000000000,10000,25000,722677
mult_combine_long,4000000000,2000000000,10000,25000,722917
div_combine_long,4000000000,2000000000,10000,25000,775276
add_combine_long,4000000000,2000000000,10000,25000,636369
mult_combine_long,4000000000,2000000000,10000,25000,749195
div_combine_long,4000000000,2000000000,10000,25000,754176
add_combine_long,0,0,10000,25000,37689
mult_combine_long,0,0,10000,25000,35263
div_combine_long,0,0,10000,25000,36047
add_combine_double,0,0,10000,27500,39391
mult_combine_double,0,0,10000,27500,39734
div_combine_double,0,0,10000,27500,40551
add_combine_double,0,0,10000,27500,45937
mult_combine_double,0,0,10000,27500,44252
div_combine_double,0,0,10000,27500,75932
add_combine_double,4400000000,2200000000,10000,27500,820004
mult_combine_double,4400000000,2200000000,10000,27500,936388
div_combine_double,4400000000,2200000000,10000,27500,956895
add_combine_double,4400000000,2200000000,10000,27500,799134
mult_combine_double,4400000000,2200000000,10000,27500,795694
div_combine_double,4400000000,2200000000,10000,27500,837357
add_combine_double,4400000000,2200000000,10000,27500,809986
mult_combine_double,4400000000,2200000000,10000,27500,821054
div_combine_double,4400000000,2200000000,10000,27500,822109
add_combine_double,0,0,10000,27500,41177
mult_combine_double,0,0,10000,27500,38949
div_combine_double,0,0,10000,27500,38551
add_combine_float,0,0,10000,27500,23193
mult_combine_float,0,0,10000,27500,23462
div_combine_float,0,0,10000,27500,24454
add_combine_float,0,0,10000,27500,34114
mult_combine_float,0,0,10000,27500,28975
div_combine_float,0,0,10000,27500,70513
add_combine_float,2200000000,1100000000,10000,27500,491100
mult_combine_float,2200000000,1100000000,10000,27500,551004
div_combine_float,2200000000,1100000000,10000,27500,549925
add_combine_float,2200000000,1100000000,10000,27500,416826
mult_combine_float,2200000000,1100000000,10000,27500,400524
div_combine_float,2200000000,1100000000,10000,27500,454265
add_combine_float,2200000000,1100000000,10000,27500,356336
mult_combine_float,2200000000,1100000000,10000,27500,416575
div_combine_float,2200000000,1100000000,10000,27500,428432
add_combine_float,0,0,10000,27500,24787
mult_combine_float,0,0,10000,27500,22747
div_combine_float,0,0,10000,27500,24171
add_combine_int,0,0,10000,27500,23202
mult_combine_int,0,0,10000,27500,23135
div_combine_int,0,0,10000,27500,23420
add_combine_int,0,0,10000,27500,30836
mult_combine_int,0,0,10000,27500,28987
div_combine_int,0,0,10000,27500,38509
add_combine_int,2200000000,1100000000,10000,27500,490666
mult_combine_int,2200000000,1100000000,10000,27500,550259
div_combine_int,2200000000,1100000000,10000,27500,553168
add_combine_int,2200000000,1100000000,10000,27500,402691
mult_combine_int,2200000000,1100000000,10000,27500,400171
div_combine_int,2200000000,1100000000,10000,27500,424582
add_combine_int,2200000000,1100000000,10000,27500,358325
mult_combine_int,2200000000,1100000000,10000,27500,416129
div_combine_int,2200000000,1100000000,10000,27500,430577
add_combine_int,0,0,10000,27500,26228
mult_combine_int,0,0,10000,27500,23194
div_combine_int,0,0,10000,27500,23272
add_combine_long,0,0,10000,27500,39158
mult_combine_long,0,0,10000,27500,39202
div_combine_long,0,0,10000,27500,39729
add_combine_long,0,0,10000,27500,45953
mult_combine_long,0,0,10000,27500,45343
div_combine_long,0,0,10000,27500,100106
add_combine_long,4400000000,2200000000,10000,27500,817581
mult_combine_long,4400000000,2200000000,10000,27500,933531
div_combine_long,4400000000,2200000000,10000,27500,954587
add_combine_long,4400000000,2200000000,10000,27500,798638
mult_combine_long,4400000000,2200000000,10000,27500,797463
div_combine_long,4400000000,2200000000,10000,27500,861740
add_combine_long,4400000000,2200000000,10000,27500,1112293
mult_combine_long,4400000000,2200000000,10000,27500,820571
div_combine_long,4400000000,2200000000,10000,27500,821911
add_combine_long,0,0,10000,27500,41221
mult_combine_long,0,0,10000,27500,38830
div_combine_long,0,0,10000,27500,39152
add_combine_double,0,0,10000,30000,44028
mult_combine_double,0,0,10000,30000,43956
div_combine_double,0,0,10000,30000,44808
add_combine_double,0,0,10000,30000,50658
mult_combine_double,0,0,10000,30000,49166
div_combine_double,0,0,10000,30000,82318
add_combine_double,4800000000,2400000000,10000,30000,884146
mult_combine_double,4800000000,2400000000,10000,30000,1008577
div_combine_double,4800000000,2400000000,10000,30000,1025235
add_combine_double,4800000000,2400000000,10000,30000,870747
mult_combine_double,4800000000,2400000000,10000,30000,869817
div_combine_double,4800000000,2400000000,10000,30000,914731
add_combine_double,4800000000,2400000000,10000,30000,819669
mult_combine_double,4800000000,2400000000,10000,30000,897321
div_combine_double,4800000000,2400000000,10000,30000,899016
add_combine_double,0,0,10000,30000,45517
mult_combine_double,0,0,10000,30000,43356
div_combine_double,0,0,10000,30000,43294
add_combine_float,0,0,10000,30000,23418
mult_combine_float,0,0,10000,30000,23447
div_combine_float,0,0,10000,30000,26050
add_combine_float,0,0,10000,30000,36832
mult_combine_float,0,0,10000,30000,34993
div_combine_float,0,0,10000,30000,74789
add_combine_float,2400000000,1200000000,10000,30000,518137
mult_combine_float,2400000000,1200000000,10000,30000,581879
div_combine_float,2400000000,1200000000,10000,30000,584419
add_combine_float,2400000000,1200000000,10000,30000,447825
