kernel,distColl1,distColl2,distColl3,par1,par2,par3,par4,parColl1,parColl2,parColl3,parColl4,stat,dyn,guid,loop1,loop2,loop3,loop4,varDecl,refExpr,intLit,floatLit,memTo,memFrom,memAlloc,memDelete,addSubInt,addSubFloat,mulInt,mulFloat,divInt,divFloat,logicalInt,logicalFloat,remInt,assInt,assFloat,runtime
clang_96_32_32_64_4_10_v100_variant_48,1,0,0,1,0,0,0,0,0,1,0,0,0,1,96,32,32,64,2397146209,58397497536,9890371777,0,1207959552,75497472,75497472,1207959552,4284583008,3019898880,0,3019898880,0,0,5794532448,0,754974720,0,3963617280,3712
clang_96_32_32_64_4_10_v100_variant_49,1,0,0,1,0,0,0,0,1,0,0,1,0,0,96,32,32,64,2397146209,58397497536,9890371777,0,1207959552,75497472,75497472,1207959552,4284583008,3019898880,0,3019898880,0,0,5794532448,0,754974720,0,3963617280,44874
clang_96_32_32_64_4_10_v100_variant_50,1,0,0,1,0,0,0,0,1,0,0,0,1,0,96,32,32,64,2397146209,58397497536,9890371777,0,1207959552,75497472,75497472,1207959552,4284583008,3019898880,0,3019898880,0,0,5794532448,0,754974720,0,3963617280,13750
clang_96_32_32_64_4_10_v100_variant_51,1,0,0,1,0,0,0,0,1,0,0,0,0,1,96,32,32,64,2397146209,58397497536,9890371777,0,1207959552,75497472,75497472,1207959552,4284583008,3019898880,0,3019898880,0,0,5794532448,0,754974720,0,3963617280,14120
clang_96_32_32_64_4_10_v100_variant_52,1,0,0,1,0,0,0,1,0,0,0,1,0,0,96,32,32,64,2397146209,58397497536,9890371777,0,1207959552,75497472,75497472,1207959552,4284583008,3019898880,0,3019898880,0,0,5794532448,0,754974720,0,3963617280,273008
clang_96_32_32_64_4_500_v100_Variant_1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,2753880
clang_96_32_32_64_4_500_v100_Variant_2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,56101
clang_96_32_32_64_4_500_v100_Variant_3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,55728
clang_96_32_32_64_4_500_v100_Variant_4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,19671276
clang_96_32_32_64_4_500_v100_Variant_5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,81881
clang_96_32_32_64_4_500_v100_Variant_6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,82085
clang_96_32_32_64_4_500_v100_Variant_7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,6405801
clang_96_32_32_64_4_500_v100_Variant_8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,370869
clang_96_32_32_64_4_500_v100_Variant_9,1,0,0,1,0,0,0,0,1,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,370979
clang_96_32_32_64_4_500_v100_Variant_10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,153993272
clang_96_32_32_64_4_500_v100_Variant_11,1,0,0,1,0,0,0,1,0,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,10656915
clang_96_32_32_64_4_500_v100_Variant_12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,10656786
clang_96_32_32_64_4_500_v100_Variant_13,1,0,0,0,1,0,0,0,0,1,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,5076218
clang_96_32_32_64_4_500_v100_Variant_14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,4532
clang_96_32_32_64_4_500_v100_Variant_15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,4538
clang_96_32_32_64_4_500_v100_Variant_16,1,0,0,0,1,0,0,0,1,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,3847618
clang_96_32_32_64_4_500_v100_Variant_17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,17517
clang_96_32_32_64_4_500_v100_Variant_18,1,0,0,0,1,0,0,0,1,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,17511
clang_96_32_32_64_4_500_v100_Variant_19,1,0,0,0,1,0,0,1,0,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,3438984
clang_96_32_32_64_4_500_v100_Variant_20,1,0,0,0,1,0,0,1,0,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,395918
clang_96_32_32_64_4_500_v100_Variant_21,1,0,0,0,1,0,0,1,0,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,395922
clang_96_32_32_64_4_500_v100_Variant_22,1,0,0,0,0,1,0,0,1,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,5555590
clang_96_32_32_64_4_500_v100_Variant_23,1,0,0,0,0,1,0,0,1,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,9293
clang_96_32_32_64_4_500_v100_Variant_24,1,0,0,0,0,1,0,0,1,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,9280
clang_96_32_32_64_4_500_v100_Variant_25,1,0,0,0,0,1,0,1,0,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,3616762
clang_96_32_32_64_4_500_v100_Variant_26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,391175
clang_96_32_32_64_4_500_v100_Variant_27,1,0,0,0,0,1,0,1,0,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,396327
clang_96_32_32_64_4_500_v100_Variant_28,1,0,0,0,0,0,1,1,0,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,1180097
clang_96_32_32_64_4_500_v100_Variant_29,1,0,0,0,0,0,1,1,0,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,213954
clang_96_32_32_64_4_500_v100_Variant_30,1,0,0,0,0,0,1,1,0,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,214743
clang_96_32_32_64_4_500_v100_Variant_31,0,1,0,0,0,1,0,0,1,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,11944080
clang_96_32_32_64_4_500_v100_Variant_32,0,1,0,0,0,1,0,0,1,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,5682
clang_96_32_32_64_4_500_v100_Variant_33,0,1,0,0,0,1,0,0,1,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,5672
clang_96_32_32_64_4_500_v100_Variant_34,0,1,0,0,0,1,0,1,0,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,2335447
clang_96_32_32_64_4_500_v100_Variant_35,0,1,0,0,0,1,0,1,0,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,118710
clang_96_32_32_64_4_500_v100_Variant_36,0,1,0,0,0,1,0,1,0,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,117831
clang_96_32_32_64_4_500_v100_Variant_37,0,1,0,0,0,0,1,1,0,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,1532162
clang_96_32_32_64_4_500_v100_Variant_38,0,1,0,0,0,0,1,1,0,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,85419
clang_96_32_32_64_4_500_v100_Variant_39,0,1,0,0,0,0,1,1,0,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,85070
clang_96_32_32_64_4_500_v100_Variant_40,0,0,1,0,0,0,1,1,0,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,1343756
clang_96_32_32_64_4_500_v100_Variant_41,0,0,1,0,0,0,1,1,0,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,81407
clang_96_32_32_64_4_500_v100_Variant_42,0,0,1,0,0,0,1,1,0,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,81355
clang_96_32_32_64_4_500_v100_variant_43,1,0,0,1,0,0,0,0,0,0,1,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,35638
clang_96_32_32_64_4_500_v100_variant_44,1,0,0,1,0,0,0,0,0,0,1,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,4612
clang_96_32_32_64_4_500_v100_variant_45,1,0,0,1,0,0,0,0,0,0,1,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,4379
clang_96_32_32_64_4_500_v100_variant_46,1,0,0,1,0,0,0,0,0,1,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,231030
clang_96_32_32_64_4_500_v100_variant_47,1,0,0,1,0,0,0,0,0,1,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,16242
clang_96_32_32_64_4_500_v100_variant_48,1,0,0,1,0,0,0,0,0,1,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,16243
clang_96_32_32_64_4_500_v100_variant_49,1,0,0,1,0,0,0,0,1,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,1676605
clang_96_32_32_64_4_500_v100_variant_50,1,0,0,1,0,0,0,0,1,0,0,0,1,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,356177
clang_96_32_32_64_4_500_v100_variant_51,1,0,0,1,0,0,0,0,1,0,0,0,0,1,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,356097
clang_96_32_32_64_4_500_v100_variant_52,1,0,0,1,0,0,0,1,0,0,0,1,0,0,96,32,32,64,119544056929,2919248369856,493892081857,0,1207959552,75497472,75497472,1207959552,213915896928,150994944000,0,150994944000,0,0,289413368928,0,37748736000,0,198180864000,9647516
clang_96_32_32_64_8_100_v100_Variant_1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,1575721
clang_96_32_32_64_8_100_v100_Variant_2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,23751
clang_96_32_32_64_8_100_v100_Variant_3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,23754
clang_96_32_32_64_8_100_v100_Variant_4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,7652232
clang_96_32_32_64_8_100_v100_Variant_5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,31023
clang_96_32_32_64_8_100_v100_Variant_6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,32264
clang_96_32_32_64_8_100_v100_Variant_7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,2544329
clang_96_32_32_64_8_100_v100_Variant_8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,154825
clang_96_32_32_64_8_100_v100_Variant_9,1,0,0,1,0,0,0,0,1,0,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,154807
clang_96_32_32_64_8_100_v100_Variant_10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,59786616
clang_96_32_32_64_8_100_v100_Variant_11,1,0,0,1,0,0,0,1,0,0,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,4368339
clang_96_32_32_64_8_100_v100_Variant_12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,4369973
clang_96_32_32_64_8_100_v100_Variant_13,1,0,0,0,1,0,0,0,0,1,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,2328915
clang_96_32_32_64_8_100_v100_Variant_14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,1888
clang_96_32_32_64_8_100_v100_Variant_15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,1881
clang_96_32_32_64_8_100_v100_Variant_16,1,0,0,0,1,0,0,0,1,0,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,1612058
clang_96_32_32_64_8_100_v100_Variant_17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,7008
clang_96_32_32_64_8_100_v100_Variant_18,1,0,0,0,1,0,0,0,1,0,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,7069
clang_96_32_32_64_8_100_v100_Variant_19,1,0,0,0,1,0,0,1,0,0,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,1314184
clang_96_32_32_64_8_100_v100_Variant_20,1,0,0,0,1,0,0,1,0,0,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,159301
clang_96_32_32_64_8_100_v100_Variant_21,1,0,0,0,1,0,0,1,0,0,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,159303
clang_96_32_32_64_8_100_v100_Variant_22,1,0,0,0,0,1,0,0,1,0,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,2127368
clang_96_32_32_64_8_100_v100_Variant_23,1,0,0,0,0,1,0,0,1,0,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,4017
clang_96_32_32_64_8_100_v100_Variant_24,1,0,0,0,0,1,0,0,1,0,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,4028
clang_96_32_32_64_8_100_v100_Variant_25,1,0,0,0,0,1,0,1,0,0,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,1408585
clang_96_32_32_64_8_100_v100_Variant_26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,158071
clang_96_32_32_64_8_100_v100_Variant_27,1,0,0,0,0,1,0,1,0,0,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,158405
clang_96_32_32_64_8_100_v100_Variant_28,1,0,0,0,0,0,1,1,0,0,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,579914
clang_96_32_32_64_8_100_v100_Variant_29,1,0,0,0,0,0,1,1,0,0,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,90967
clang_96_32_32_64_8_100_v100_Variant_30,1,0,0,0,0,0,1,1,0,0,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,91115
clang_96_32_32_64_8_100_v100_Variant_31,0,1,0,0,0,1,0,0,1,0,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,7455236
clang_96_32_32_64_8_100_v100_Variant_32,0,1,0,0,0,1,0,0,1,0,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,2346
clang_96_32_32_64_8_100_v100_Variant_33,0,1,0,0,0,1,0,0,1,0,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,2344
clang_96_32_32_64_8_100_v100_Variant_34,0,1,0,0,0,1,0,1,0,0,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,978035
clang_96_32_32_64_8_100_v100_Variant_35,0,1,0,0,0,1,0,1,0,0,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,48255
clang_96_32_32_64_8_100_v100_Variant_36,0,1,0,0,0,1,0,1,0,0,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,47795
clang_96_32_32_64_8_100_v100_Variant_37,0,1,0,0,0,0,1,1,0,0,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,1115620
clang_96_32_32_64_8_100_v100_Variant_38,0,1,0,0,0,0,1,1,0,0,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,35172
clang_96_32_32_64_8_100_v100_Variant_39,0,1,0,0,0,0,1,1,0,0,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,35285
clang_96_32_32_64_8_100_v100_Variant_40,0,0,1,0,0,0,1,1,0,0,0,1,0,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,894711
clang_96_32_32_64_8_100_v100_Variant_41,0,0,1,0,0,0,1,1,0,0,0,0,1,0,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,34676
clang_96_32_32_64_8_100_v100_Variant_42,0,0,1,0,0,0,1,1,0,0,0,0,0,1,96,32,32,64,46563167329,1150090942656,191902193857,0,2415919104,75497472,75497472,2415919104,83053612128,60397977600,0,60397977600,0,0,113252600928,0,15099494400,0,77384908800,34699
